"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Avg_Daily_Hours","Avg_Weekly_Hours","Days_off"
482,27,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",2,"Human Resources","Married",31610,0,"Y",13,8,2,4,0,3,2,2,1,4,3,3,3,7.294854,34.07446078,6
483,35,"No","Travel_Rarely","Sales",24,3,"Medical",1,"Male",5,"Sales Executive","Divorced",57450,1,"Y",17,8,3,3,4,3,1,2,2,4,2,3,3,6.933728,31.67101307,11
484,42,"No","Travel_Rarely","Research & Development",23,4,"Other",1,"Male",1,"Research Scientist","Married",23730,6,"Y",14,8,1,21,3,1,0,0,4,3,NA,4,3,8.030178,35.11824074,21
485,50,"No","Travel_Rarely","Sales",27,3,"Medical",1,"Male",2,"Sales Executive","Married",33100,4,"Y",22,8,1,8,3,1,0,0,1,4,3,4,4,6.191245,28.16372549,13
486,59,"No","Travel_Rarely","Research & Development",16,4,"Medical",1,"Female",5,"Laboratory Technician","Single",186650,3,"Y",12,8,0,30,3,5,4,3,3,4,3,2,3,10.105666,47.55009259,4
487,37,"Yes","Travel_Rarely","Sales",15,3,"Marketing",1,"Male",2,"Laboratory Technician","Married",44850,5,"Y",11,8,1,15,2,1,0,0,1,2,1,4,3,6.590548,29.5929793,15
488,55,"No","Travel_Frequently","Research & Development",26,2,"Life Sciences",1,"Female",2,"Sales Executive","Married",27890,3,"Y",13,8,1,17,2,8,6,7,3,2,3,2,3,8.626039,39.07900327,13
489,41,"No","Non-Travel","Research & Development",19,1,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",58280,1,"Y",13,8,0,21,0,21,5,10,2,3,3,3,3,6.27364,27.43312092,22
490,38,"No","Travel_Rarely","Research & Development",24,2,"Other",1,"Female",1,"Laboratory Technician","Single",23260,8,"Y",14,8,0,19,3,1,0,0,NA,4,3,4,3,8.381559,36.82368192,21
491,26,"Yes","Non-Travel","Research & Development",21,1,"Life Sciences",1,"Female",1,"Manufacturing Director","Single",135250,8,"Y",17,8,1,7,4,2,2,2,2,1,3,2,3,7.659834,34.23623094,16
492,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical",1,"Female",4,"Human Resources","Married",14200,1,"Y",13,8,1,33,2,32,6,9,1,4,3,4,3,6.014919,27.25796296,13
493,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",80200,3,"Y",11,8,1,23,2,12,11,11,4,4,3,3,3,10.897944,51.06688453,5
494,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",36880,0,"Y",11,8,0,19,3,18,0,13,4,3,3,2,3,6.443813,28.16285403,21
495,36,"Yes","Travel_Rarely","Sales",2,4,"Technical Degree",1,"Male",4,"Sales Executive","Single",54820,1,"Y",18,8,0,18,3,17,15,14,3,1,3,3,3,7.827983,36.2271841,8
496,39,"No","Travel_Frequently","Sales",11,3,"Marketing",1,"Male",1,"Sales Executive","Single",160150,1,"Y",11,8,0,21,3,21,2,8,4,1,3,4,3,10.819737,50.06946078,9
497,33,"No","Non-Travel","Sales",9,2,"Technical Degree",1,"Male",5,"Sales Representative","Single",12000,0,"Y",11,8,1,3,3,2,2,2,2,4,2,3,3,7.626726,34.52178105,14
498,45,"No","Travel_Rarely","Research & Development",7,2,"Other",1,"Male",1,"Human Resources","Married",56610,3,"Y",12,8,0,26,2,9,1,1,4,4,4,2,3,7.399488,34.6642756,6
499,32,"No","Non-Travel","Research & Development",15,3,"Medical",1,"Male",2,"Manager","Single",69290,9,"Y",20,8,0,10,6,8,7,7,4,3,3,1,4,7.197954,32.86044118,11
500,34,"No","Travel_Rarely","Sales",6,4,"Marketing",1,"Male",2,"Research Director","Divorced",96130,0,"Y",12,8,1,16,5,15,0,9,2,4,2,2,3,7.064414,33.09828976,6
501,59,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",56740,3,"Y",12,8,0,14,6,6,0,4,2,4,1,3,3,8.106018,37.49505991,8
502,45,"No","Travel_Rarely","Research & Development",16,1,"Medical",1,"Male",2,"Sales Executive","Single",54840,1,"Y",20,8,3,6,6,6,0,4,2,2,3,3,4,6.671499,31.27263617,5
503,53,"No","Travel_Frequently","Sales",8,2,"Medical",1,"Male",2,"Research Scientist","Married",120610,2,"Y",20,8,1,30,2,15,6,12,3,2,3,4,4,7.780308,36.14921569,7
504,36,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",1,"Research Scientist","Divorced",56600,7,"Y",12,8,0,9,3,1,0,0,1,3,2,3,3,6.08262,27.32635076,15
505,26,"Yes","Travel_Frequently","Sales",2,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",48210,6,"Y",14,8,2,6,2,3,1,2,1,1,3,3,3,8.209501,36.36599129,18
506,34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",1,"Sales Representative","Married",64100,1,"Y",13,8,1,1,5,1,0,0,3,3,3,2,3,9.218184,43.18065359,5
507,28,"No","Travel_Rarely","Research & Development",10,3,"Other",1,"Male",2,"Sales Representative","Married",52100,1,"Y",15,8,0,1,1,1,0,0,4,2,3,4,3,7.768437,36.09502179,7
508,38,"No","Travel_Frequently","Sales",9,4,"Medical",1,"Male",2,"Research Scientist","Married",26950,3,"Y",14,8,1,8,4,2,2,2,3,3,3,1,3,7.590477,34.84151961,11
509,50,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",118780,2,"Y",13,8,1,29,2,8,7,7,2,3,2,3,3,9.59522,43.08259259,15
510,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",170680,3,"Y",23,8,0,8,6,4,0,1,4,2,2,3,4,7.263275,32.0378159,19
511,40,"No","Travel_Rarely","Human Resources",2,3,"Medical",1,"Male",5,"Sales Executive","Married",24550,1,"Y",15,8,1,8,2,7,7,5,3,1,2,3,3,6.117729,26.61985839,23
512,26,"No","Travel_Frequently","Research & Development",3,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",139640,1,"Y",11,8,2,5,1,5,1,3,1,3,3,2,3,7.708791,36.27853486,4
513,46,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Female",3,"Research Scientist","Divorced",49410,9,"Y",13,8,2,23,2,2,2,2,4,4,3,2,3,7.396068,33.23715142,15
514,54,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Female",2,"Manufacturing Director","Married",24780,6,"Y",11,8,0,13,0,9,7,0,3,3,3,3,3,7.571804,34.44123638,12
515,56,"No","Travel_Frequently","Research & Development",1,2,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",52280,2,"Y",11,8,0,18,4,5,0,3,1,3,3,3,3,6.912599,30.89182462,16
516,36,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences",1,"Female",2,"Human Resources","Single",44780,0,"Y",18,8,1,15,3,14,7,8,4,4,2,3,3,6.608065,29.41933007,17
517,55,"No","Non-Travel","Research & Development",2,3,"Medical",1,"Female",2,"Manager","Single",75470,7,"Y",16,8,0,31,2,9,6,2,3,1,4,2,3,6.10808,26.61440087,22
518,43,"No","Travel_Rarely","Sales",25,2,"Life Sciences",1,"Male",3,"Research Scientist","Divorced",50550,5,"Y",22,8,0,18,2,1,0,0,3,4,3,2,4,7.925065,36.67068083,8
519,20,"Yes","Travel_Frequently","Sales",8,3,"Marketing",1,"Male",3,"Sales Executive","Single",34640,1,"Y",20,8,0,2,3,2,0,2,4,4,3,2,4,9.111901,42.708878,6
520,21,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",1,"Manager","Single",57750,1,"Y",18,8,0,1,2,1,1,0,3,1,2,3,3,6.621758,29.08610566,20
521,46,"No","Travel_Rarely","Sales",12,3,"Marketing",1,"Female",3,"Healthcare Representative","Divorced",89430,8,"Y",12,8,1,19,6,16,1,7,4,1,3,3,3,10.988871,50.43418845,10
522,51,"Yes","Travel_Rarely","Sales",23,3,"Medical",1,"Female",2,"Research Scientist","Married",192720,9,"Y",20,8,0,18,2,10,2,7,1,3,4,3,4,8.716918,40.528878,7
523,28,"Yes","Non-Travel","Research & Development",19,4,"Life Sciences",1,"Female",4,"Laboratory Technician","Single",52380,1,"Y",17,8,1,10,4,10,1,9,2,1,2,2,3,7.419936,33.4762037,16
524,26,"No","Travel_Rarely","Research & Development",5,4,"Medical",1,"Female",2,"Sales Executive","Married",46820,1,"Y",11,8,1,6,3,5,1,3,1,1,3,1,3,7.517421,33.46276688,18
525,30,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",1,"Sales Executive","Married",183000,0,"Y",14,8,0,7,6,6,0,2,3,1,2,3,3,6.251273,29.18010349,6
526,41,"No","Travel_Rarely","Sales",1,4,"Life Sciences",1,"Female",1,"Research Director","Married",52570,1,"Y",14,8,0,10,2,10,0,8,2,3,3,4,3,7.878476,35.82923747,12
527,38,"No","Travel_Rarely","Research & Development",5,3,"Technical Degree",1,"Male",1,"Sales Executive","Married",63490,0,"Y",11,8,0,20,3,19,1,9,3,3,2,3,3,7.293591,32.33466231,19
528,40,"No","Travel_Rarely","Sales",1,4,"Marketing",1,"Male",1,"Sales Executive","Married",48690,4,"Y",12,8,0,14,2,11,11,1,1,4,3,3,3,7.923937,36.22038671,11
529,27,"No","Non-Travel","Sales",11,3,"Technical Degree",1,"Female",2,"Laboratory Technician","Married",99850,1,"Y",14,8,1,3,3,3,1,2,1,3,3,2,3,8.007611,37.36007625,6
530,55,"No","Travel_Frequently","Research & Development",23,5,"Life Sciences",1,"Male",3,"Laboratory Technician","Married",36970,3,"Y",13,8,1,23,1,3,1,2,4,2,3,3,3,6.733892,29.8455719,18
531,28,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Single",74570,3,"Y",11,8,2,10,1,8,1,7,3,3,4,4,3,6.612759,30.99203159,6
532,44,"Yes","Travel_Rarely","Research & Development",18,4,"Life Sciences",1,"Female",2,"Sales Executive","Married",21190,9,"Y",15,8,0,24,3,20,3,6,2,1,3,3,3,6.19012,28.6228159,8
533,33,"No","Travel_Rarely","Sales",23,4,"Marketing",1,"Female",4,"Sales Executive","Divorced",39830,4,"Y",12,8,0,9,3,3,1,2,4,4,3,3,3,6.412309,28.78407407,16
534,35,"Yes","Travel_Rarely","Sales",7,4,"Life Sciences",1,"Male",3,"Sales Representative","Single",61180,0,"Y",21,8,1,9,3,8,4,7,4,1,3,2,4,9.812394,44.07757625,15
535,33,"Yes","Travel_Frequently","Research & Development",1,2,"Life Sciences",1,"Female",1,"Sales Executive","Single",62140,1,"Y",19,8,2,14,3,13,3,8,1,3,3,3,3,7.795181,34.24907952,20
536,28,"No","Travel_Rarely","Human Resources",1,1,"Human Resources",1,"Male",2,"Research Scientist","Divorced",63470,1,"Y",15,8,1,4,2,4,2,2,1,3,2,3,3,6.665248,31.49011983,3
537,34,"No","Travel_Frequently","Sales",29,4,"Marketing",1,"Male",1,"Research Scientist","Single",115100,0,"Y",14,8,1,7,5,6,0,4,1,4,2,3,3,6.688168,30.03040305,15
538,37,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences",1,"Male",4,"Sales Executive","Divorced",71430,2,"Y",21,8,0,8,6,1,0,0,4,4,3,2,4,10.58244,50.0007244,4
539,25,"Yes","Travel_Rarely","Human Resources",25,4,"Human Resources",1,"Female",2,"Research Scientist","Married",82680,1,"Y",12,8,0,7,3,7,5,6,4,4,4,2,3,10.899975,50.22183007,9
540,26,"Yes","Travel_Rarely","Sales",8,2,"Marketing",1,"Male",2,"Sales Executive","Divorced",80950,1,"Y",15,8,0,1,3,1,0,0,1,3,2,4,3,7.810644,34.93178105,16
541,33,"Yes","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Male",4,"Manufacturing Director","Single",29040,4,"Y",13,8,0,5,2,2,2,2,1,2,3,3,3,10.211385,46.2579793,15
542,42,"No","Travel_Rarely","Research & Development",11,1,"Life Sciences",1,"Male",4,"Research Scientist","Married",60320,0,"Y",14,8,0,23,2,22,13,7,4,1,3,2,3,6.781549,31.77381264,5
543,28,"Yes","Travel_Frequently","Research & Development",7,3,"Life Sciences",1,"Male",2,"Manager","Divorced",29760,1,"Y",14,8,0,1,3,1,0,0,1,2,3,3,3,6.296936,28.41899782,14
544,50,"Yes","Travel_Frequently","Research & Development",1,4,"Medical",1,"Male",2,"Research Scientist","Single",159920,3,"Y",14,8,0,5,3,0,0,0,4,3,3,3,3,10.463208,49.44223856,3
545,33,"No","Travel_Frequently","Sales",9,3,"Medical",1,"Female",2,"Research Scientist","Married",46490,0,"Y",12,8,0,4,2,3,0,2,4,2,3,2,3,8.041233,37.69233115,6
546,34,"No","Non-Travel","Sales",1,1,"Marketing",1,"Female",2,"Research Director","Married",26960,3,"Y",23,8,0,6,3,0,0,0,3,4,3,3,4,7.120342,31.42143791,20
547,48,"No","Non-Travel","Sales",2,1,"Life Sciences",1,"Male",2,"Sales Executive","Single",23700,2,"Y",11,8,0,27,3,5,2,1,1,4,2,3,3,6.210529,27.16943355,21
548,45,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Female",2,"Human Resources","Married",125040,1,"Y",12,8,1,15,2,15,4,12,2,3,3,3,3,6.015613,26.76582244,17
549,52,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",59740,7,"Y",18,8,1,18,6,8,4,0,2,2,3,3,3,7.98232,37.24972222,7
550,38,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Male",1,"Research Scientist","Divorced",47360,0,"Y",11,8,1,9,3,8,2,7,3,3,3,2,3,10.697828,50.78426471,2
551,29,"No","Travel_Rarely","Research & Development",8,3,"Medical",1,"Female",4,"Research Scientist","Divorced",52960,4,"Y",14,8,0,11,3,7,1,7,3,4,3,4,3,6.323727,28.01283224,19
552,28,"No","Travel_Rarely","Human Resources",1,3,"Human Resources",1,"Female",4,"Laboratory Technician","Divorced",67810,0,"Y",15,8,1,10,2,9,1,7,4,2,2,3,3,6.896527,31.6349183,12
553,46,"No","Travel_Rarely","Research & Development",6,4,"Medical",1,"Male",3,"Sales Executive","Married",21740,3,"Y",11,8,1,23,3,12,4,9,1,3,3,3,3,6.399092,29.24308279,11
554,38,"No","Travel_Rarely","Research & Development",7,4,"Medical",1,"Male",1,"Sales Executive","Single",66530,7,"Y",20,8,1,10,2,1,0,0,4,2,3,3,4,7.389817,32.90341503,17
555,43,"No","Travel_Frequently","Research & Development",5,3,"Medical",1,"Female",2,"Laboratory Technician","Married",96990,8,"Y",19,8,1,18,3,8,0,1,3,1,3,3,3,7.119895,33.35822985,5
556,39,"Yes","Travel_Frequently","Sales",1,3,"Marketing",1,"Male",2,"Healthcare Representative","Divorced",67550,7,"Y",14,8,1,21,2,18,11,5,1,4,3,3,3,7.199784,32.17840959,16
557,40,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences",1,"Male",1,"Healthcare Representative","Single",22130,1,"Y",17,8,0,21,4,20,4,9,3,3,4,3,3,5.983684,27.9062037,6
558,21,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Female",1,"Research Scientist","Single",26100,1,"Y",11,8,1,2,3,2,2,2,4,2,4,2,3,10.518714,47.85607298,13
559,39,"No","Non-Travel","Research & Development",6,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",28510,9,"Y",15,8,0,9,2,5,0,3,3,2,2,3,3,6.195074,27.8029902,16
560,36,"No","Non-Travel","Research & Development",1,3,"Medical",1,"Male",3,"Sales Representative","Single",34520,2,"Y",13,8,3,18,4,11,0,9,1,4,3,4,3,7.195748,31.72401416,19
561,31,"No","Travel_Frequently","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",52580,0,"Y",14,8,3,3,5,2,2,2,3,4,3,3,3,6.606262,28.88927015,21
562,28,"No","Travel_Rarely","Sales",2,4,"Marketing",1,"Male",1,"Sales Executive","Married",93550,0,"Y",11,8,0,6,4,5,0,4,1,2,1,3,3,7.483979,32.87183551,21
563,35,"No","Travel_Frequently","Research & Development",9,2,"Other",1,"Female",1,"Manufacturing Director","Divorced",104960,1,"Y",13,8,1,5,2,5,0,2,4,4,3,3,3,6.596385,28.99552832,20
564,49,"No","Travel_Rarely","Sales",2,2,"Medical",1,"Female",1,"Sales Executive","Married",63800,6,"Y",23,8,1,22,1,9,2,3,4,2,3,2,4,7.172207,31.66193355,19
565,34,"No","Travel_Frequently","Sales",9,1,"Technical Degree",1,"Male",2,"Sales Executive","Single",26570,2,"Y",13,8,1,5,3,3,0,2,4,3,2,2,3,8.026111,35.39630719,19
566,29,"No","Travel_Frequently","Research & Development",1,4,"Medical",1,"Male",3,"Research Scientist","Divorced",27160,0,"Y",18,8,0,8,2,7,1,1,4,2,2,1,3,7.102372,31.75106209,17
567,42,"No","Travel_Rarely","Sales",21,2,"Life Sciences",1,"Female",1,"Healthcare Representative","Single",22010,4,"Y",12,8,1,16,3,1,0,0,2,4,3,4,3,7.202196,34.0598366,3
568,29,"No","Travel_Rarely","Sales",4,2,"Other",1,"Female",2,"Healthcare Representative","Married",65400,1,"Y",22,8,0,10,2,10,1,2,2,4,2,1,4,10.898559,51.27587146,4
569,38,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",1,"Human Resources","Married",38160,1,"Y",13,8,2,7,2,7,5,0,3,3,4,2,3,6.523464,28.2829793,23
570,28,"No","Travel_Frequently","Sales",6,4,"Life Sciences",1,"Male",1,"Manager","Divorced",52530,1,"Y",15,8,0,3,2,3,0,2,3,3,3,3,3,10.684742,48.38680828,13
571,18,"Yes","Non-Travel","Research & Development",2,4,"Medical",1,"Male",3,"Laboratory Technician","Single",109650,1,"Y",18,8,0,0,5,0,0,0,3,3,3,4,3,6.993392,31.51735294,15
572,33,"Yes","Travel_Rarely","Research & Development",3,2,"Life Sciences",1,"Male",1,"Sales Executive","Single",49360,0,"Y",14,8,0,6,2,5,0,3,1,1,3,2,3,8.983831,40.50011438,15
573,41,"No","Travel_Rarely","Research & Development",4,2,"Medical",1,"Male",2,"Research Scientist","Married",25430,3,"Y",12,8,0,6,3,1,0,0,2,4,3,3,3,8.124268,37.09785948,11
574,31,"Yes","Travel_Frequently","Sales",10,3,"Technical Degree",1,"Female",1,"Research Director","Married",53040,1,"Y",17,8,0,2,3,2,2,2,3,3,2,4,3,7.129567,31.58969499,18
575,37,"No","Travel_Rarely","Research & Development",23,3,"Life Sciences",1,"Male",3,"Manufacturing Director","Divorced",166590,7,"Y",16,8,1,NA,2,6,1,3,3,4,3,3,3,8.002031,37.49619826,5
576,27,"No","Travel_Rarely","Research & Development",6,2,"Medical",1,"Female",1,"Healthcare Representative","Married",42600,1,"Y",11,8,2,4,2,4,2,2,4,3,3,3,3,7.415027,33.16338235,16
577,34,"No","Travel_Rarely","Sales",1,1,"Marketing",1,"Female",2,"Laboratory Technician","Married",24760,1,"Y",19,8,0,6,2,6,1,3,2,3,2,3,3,7.086784,31.25168845,19
578,35,"No","Travel_Rarely","Research & Development",6,3,"Life Sciences",1,"Female",3,"Laboratory Technician","Single",31020,1,"Y",13,8,1,6,3,5,1,4,3,3,1,2,3,6.802122,31.74643791,7
579,29,"Yes","Travel_Rarely","Research & Development",6,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",22440,1,"Y",12,8,3,11,5,11,3,10,4,1,1,1,3,6.792666,31.30482571,10
580,40,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Male",4,"Human Resources","Single",75960,9,"Y",11,8,0,20,0,18,2,13,2,3,2,1,3,6.714373,30.15485839,15
581,42,"Yes","Travel_Frequently","Sales",2,4,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",22850,0,"Y",16,8,0,22,3,21,13,14,3,1,2,1,3,8.018587,35.705561,18
582,42,"No","Travel_Rarely","Research & Development",1,2,"Life Sciences",1,"Male",4,"Laboratory Technician","Single",30340,7,"Y",21,8,1,9,3,6,1,5,2,1,4,2,4,7.694989,34.08848039,18
583,35,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Healthcare Representative","Married",57150,6,"Y",24,8,2,10,0,8,1,7,4,3,3,3,4,7.065131,30.75098584,22
584,24,"No","Travel_Rarely","Sales",7,4,"Life Sciences",1,"Female",1,"Laboratory Technician","Single",25760,8,"Y",17,8,3,6,3,4,1,2,4,2,3,3,3,7.908282,34.59029412,21
585,28,"Yes","Travel_Rarely","Research & Development",15,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",41970,1,"Y",13,8,0,1,3,1,0,0,3,4,2,1,3,10.291057,47.0216939,11
586,26,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Sales Representative","Married",143360,1,"Y",21,8,1,8,3,8,0,7,1,4,3,3,4,7.521269,35.24728758,6
587,30,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",1,"Manufacturing Director","Married",34480,1,"Y",11,8,0,10,3,10,1,4,3,NA,3,3,3,7.689251,35.57720044,8
588,40,"No","Travel_Frequently","Research & Development",26,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",194060,3,"Y",20,8,3,16,2,1,0,0,3,4,1,3,4,10.515669,48.69099673,8
589,35,"No","Travel_Rarely","Research & Development",18,5,"Medical",1,"Female",2,"Research Scientist","Divorced",65380,2,"Y",16,8,1,15,3,7,6,4,3,2,4,3,3,6.898152,31.52488562,12
590,34,"No","Travel_Frequently","Research & Development",6,2,"Life Sciences",1,"Male",1,"Research Director","Single",43060,0,"Y",11,8,0,14,2,13,4,9,4,1,3,3,3,7.492503,34.96807734,6
591,35,"No","Travel_Frequently","Research & Development",3,3,"Medical",1,"Female",2,"Laboratory Technician","Married",22580,1,"Y",11,8,1,2,2,2,2,2,4,4,4,3,3,7.986485,36.80820806,9
592,43,"Yes","Travel_Rarely","Sales",5,3,"Marketing",1,"Female",3,"Research Scientist","Single",45220,8,"Y",15,8,1,7,3,4,1,3,1,3,2,3,3,7.510138,35.18163399,7
593,32,"No","Non-Travel","Research & Development",11,2,"Other",1,"Female",2,"Research Scientist","Divorced",44870,1,"Y",11,8,0,1,5,1,0,0,3,1,3,2,3,6.594827,28.96897059,21
594,56,"No","Travel_Rarely","Research & Development",3,2,"Other",1,"Male",2,"Healthcare Representative","Divorced",44490,4,"Y",15,8,0,28,3,5,4,2,4,1,3,1,3,6.282284,27.47808824,23
595,29,"No","Travel_Rarely","Research & Development",26,1,"Life Sciences",1,"Male",1,"Laboratory Technician","Married",22180,1,"Y",24,8,1,10,1,10,0,8,2,4,3,3,4,7.468521,34.10853486,11
596,19,"No","Travel_Rarely","Research & Development",23,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",191970,1,"Y",12,8,0,1,2,1,0,0,3,1,3,3,3,7.285244,33.42450436,10
597,45,"No","Travel_Rarely","Research & Development",22,3,"Life Sciences",1,"Female",2,"Sales Representative","Married",132120,4,"Y",13,8,0,7,4,3,0,2,1,3,2,3,3,8.797696,41.22739107,5
598,37,"No","Travel_Rarely","Research & Development",14,4,"Life Sciences",1,"Male",3,"Research Scientist","Married",65770,1,"Y",13,8,0,14,1,14,3,11,4,4,2,1,3,6.775006,31.60915033,6
599,20,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",5,"Research Director","Single",83920,1,"Y",17,8,0,2,5,2,1,2,1,3,2,3,3,6.69955,30.10034858,15
600,44,"Yes","Travel_Rarely","Human Resources",6,2,"Human Resources",1,"Male",3,"Sales Executive","Single",45580,1,"Y",13,8,1,6,2,6,0,2,3,3,3,1,3,10.402478,46.08127996,18
601,53,"No","Travel_Rarely","Research & Development",6,4,"Life Sciences",1,"Male",1,"Research Director","Divorced",40310,3,"Y",12,8,1,26,3,7,4,7,4,3,3,2,3,5.996222,27.98716776,6
602,29,"No","Travel_Rarely","Research & Development",23,3,"Medical",1,"Male",1,"Sales Executive","Married",79690,0,"Y",14,8,0,6,3,5,1,3,2,4,2,3,3,8.894559,40.4708061,12
603,22,"Yes","Travel_Frequently","Research & Development",22,4,"Medical",1,"Male",1,"Sales Representative","Married",26540,0,"Y",24,8,0,1,5,0,0,0,3,4,3,2,4,9.878623,44.93065904,12
604,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",165550,8,"Y",14,8,2,28,4,26,15,9,3,1,3,3,3,5.993167,27.15527778,13
605,44,"No","Non-Travel","Research & Development",20,3,"Life Sciences",1,"Male",1,"Sales Representative","Single",45560,2,"Y",13,8,0,6,4,0,0,0,4,3,3,3,3,6.170866,27.493878,17
606,33,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences",1,"Female",1,"Manager","Married",60910,1,"Y",15,8,0,5,6,5,1,4,2,3,3,1,3,7.820513,35.56834423,12
607,41,"Yes","Non-Travel","Research & Development",12,3,"Life Sciences",1,"Male",2,"Sales Representative","Divorced",195660,6,"Y",16,8,0,5,2,1,0,0,1,1,1,4,3,7.181788,33.10787582,9
608,30,"No","Travel_Rarely","Sales",20,3,"Marketing",1,"Male",3,"Sales Executive","Divorced",48100,8,"Y",18,8,0,8,3,4,0,3,3,1,3,2,3,7.494122,33.64893246,15
609,40,"No","Travel_Frequently","Sales",9,3,"Medical",1,"Male",1,"Manufacturing Director","Married",45230,5,"Y",16,8,1,5,5,0,0,0,2,2,3,4,3,6.791672,29.8467756,23
610,50,"No","Travel_Frequently","Research & Development",25,4,"Life Sciences",1,"Female",2,"Healthcare Representative","Married",32020,2,"Y",24,8,1,32,2,2,2,2,4,1,NA,3,4,7.228328,33.1495098,10
611,28,"No","Travel_Rarely","Research & Development",6,3,"Technical Degree",1,"Male",2,"Research Scientist","Married",23510,1,"Y",16,8,0,6,4,6,3,3,4,1,3,3,3,7.196454,31.33897059,23
612,46,"No","Travel_Rarely","Research & Development",8,4,"Other",1,"Male",3,"Manager","Married",17020,5,"Y",21,8,0,25,2,4,0,3,4,2,3,3,4,7.289913,33.15771242,12
613,35,"No","Travel_Rarely","Sales",4,4,"Marketing",1,"Male",1,"Laboratory Technician","Married",180410,3,"Y",20,8,1,15,3,7,1,7,3,1,3,2,4,8.4984,38.50466776,13
614,24,"Yes","Travel_Rarely","Human Resources",28,4,"Human Resources",1,"Male",3,"Manufacturing Director","Married",28860,1,"Y",19,8,1,1,5,1,0,0,4,2,1,3,3,6.562476,28.70032135,22
615,33,"No","Travel_Frequently","Research & Development",9,2,"Medical",1,"Female",1,"Sales Executive","Married",20970,1,"Y",14,8,2,10,5,10,0,1,2,3,2,2,3,6.017826,26.07022876,23
616,36,"No","Travel_Rarely","Research & Development",9,2,"Medical",1,"Male",2,"Sales Executive","Divorced",119350,1,"Y",11,8,3,7,6,7,1,7,3,3,3,4,3,6.583521,29.04456427,20
617,30,"No","Travel_Rarely","Sales",29,3,"Marketing",1,"Male",1,"Sales Executive","Divorced",25460,1,"Y",14,8,1,10,2,10,8,9,3,3,2,3,3,6.008943,28.04135076,7
618,44,"No","Travel_Rarely","Research & Development",3,4,"Medical",1,"Male",2,"Research Scientist","Single",25640,1,"Y",12,8,3,20,3,20,13,17,4,4,3,1,3,7.590851,34.68808824,12
